status,priority,created,owner,local_id,verdict,title
BACKLOG,P1,2026-08-04,,owner-decisions-blocking-02-publication,NO-VERIFY,OWNER DECISIONS (2): final detcore NAMING and hermit-run/DBT FACTORING — 0.2 publication cannot start until both land
BACKLOG,P1,2026-08-04,hermit-ghdag,close-the-observation-gap-before-optimising-green-time,NO-VERIFY,"P1 (PHASE 2 PREREQ): green-time is GAP-DOMINATED (0.88% portable / 7.99% merge-gate) — the denominator is mostly ABSENCE, so close the observation gap"
BACKLOG,P1,2026-08-04,hermit-231b,memory-caps-must-scale-with-job-count-not-be-constants,NO-VERIFY,P1: 10 DAG nodes carry a FIXED hard_mem_max_bytes against an nproc-SCALED job count — replace with cap = rss_baseline + per_worker x pinned_jobs + hea
BACKLOG,P2,2026-08-04,hermit-coord,align_worktree_gc_with,NO-VERIFY,Align worktree-gc with the derived disk cap and accounting unit
BACKLOG,P1,2026-08-04,OWNER-RYAN,owner-decision-queue-2026-08-04,NO-VERIFY,"OWNER DISCUSSION QUEUE (do NOT close — nag until discussed) — accumulated post-facto points requiring the owner's judgement, per his 2026-08-04 direct"
BACKLOG,P1,2026-08-04,hermit-226,validate_sh_retry_classifier,NO-VERIFY,validate.sh retry classifier: tail|sed|grep -q SIGPIPE/pipefail false-negative may misclassify a transient failure so NO retry fires
BACKLOG,P2,2026-08-04,hermit-dbi,times_2_tms_stime,NO-VERIFY,times(2) tms_stime diverges across backends (ptrace/dbi/kvm) — getrusage zeroes ru_stime but times() does NOT zero tms_stime
BACKLOG,P0,2026-08-04,hermit-247,rename_public_detcore_package,NO-VERIFY,Rename public Detcore package to hermit-detcore
BACKLOG,P0,2026-08-04,hermit-coord,pr_drain_hermit_coord,NO-VERIFY,"pr-drain-hermit-coord: claim #1558 #1570 #1534 #1547 #1299 (validate@head via systemd-run, --rebase land green)"
BACKLOG,P0,2026-08-04,hermit-ci,p0_implement_load_immune,NO-VERIFY,P0: implement load-immune ci-hub timeout management
BACKLOG,P1,2026-08-04,hermit-247,validate_4_open_hermit,NO-VERIFY,Validate 4 open hermit PRs SOLO via producer path
BACKLOG,P0,2026-08-04,hermit-e9patch,recover_stranded_1549_uncommitted,NO-VERIFY,Recover stranded #1549 uncommitted test-count fix in e9patch slot (drain/pr-1549)
BACKLOG,P0,2026-08-04,hermit-ptw,batch-bump-the-43-mechanically-disjoint-stale-pins,NO-VERIFY,P0 `drain/pin-bump-43`: 59 of 73 open PRs carry the UNFIXED reverie pin and CANNOT pass on any box — establish whether the 43 mechanically-disjoint on
BACKLOG,P0,2026-08-04,hermit-238b,shared_dev_hermit_tree,NO-VERIFY,Shared dev-hermit tree accumulates uncommitted source from recycled agents (standing hazard until D114651186 deploys)
BACKLOG,P1,2026-08-04,hermit-e9patch,replace_reverie_ptrace_provenance,NO-VERIFY,Replace Reverie ptrace provenance error-string fallback with typed classification
BACKLOG,P0,2026-08-04,OWNER-RYAN,green-reset-after-landing-sprint-recompute-envelope-on-bitwise,NO-VERIFY,P0 (AFTER LANDING SPRINT — owner 2026-08-04): RESET WHAT GREEN MEANS. Recompute the ENTIRE compat envelope under BITWISE parity. The envelope is EXPEC
BACKLOG,P0,2026-08-04,hermit-238b,per-node-private-cargo-target-dirs-to-kill-lock-contention,NO-VERIFY,SUPERSEDED by `dag/one-fat-build` — private target dirs work around a lock that should not exist; collapsing the separate build invocations removes it
BACKLOG,P0,2026-08-04,,ledger-records-reds-without-distinguishing-flake-from-defect,NO-VERIFY,P0 `ci/false-red-durability`: the validate ledger records a FAILED with no way to distinguish DEFECT from FLAKE or CONTENTION — and a recorded red is 
BACKLOG,P0,2026-08-04,,validate-must-refuse-to-run-unharnessed-inside-dev-hermit,NO-VERIFY,"P0 (OWNER) `ci-hub/sole-admission-control`: NOT LIVE — I verified validate.sh (196,820 bytes) and it contains NO ci-hub refusal, NO dev-hermit harness"
BACKLOG,P1,2026-08-04,,sabre_sb3_safety_net,NO-VERIFY,"OWNER CORRECTION `patching/sabre-sb3`: the FAIL-CLOSED path for un-instrumented syscalls is the SYSTRAP-STYLE IN-GUEST SIGNAL HANDLER, **NOT** a ptrac"
BACKLOG,P0,2026-08-04,,owner-decision-zero-ptracer-requires-reverie-core-abstraction-changes,NO-VERIFY,OWNER DECISION `patching/zero-ptracer-scope`: the path to no-ptrace is NOT a pure additive extension — it CHANGES Reverie core-abstraction categories 
BACKLOG,P2,2026-08-04,,research-0p3-combine-offline-and-online-patching-to-eliminate-first-call-traps,NO-VERIFY,"P2 RESEARCH (OWNER, 0.3 GENERATION — NOT NOW): combine OFFLINE patching (e9patch/SaBRe) with ONLINE patching (liteinst) so the first-call trap is avoi"
BACKLOG,P0,2026-08-05,,determinize_findmnt_against_transient,NO-VERIFY,Determinize findmnt against transient host user mounts
BACKLOG,P1,2026-08-05,,p1_repair_primary_hermit,NO-VERIFY,P1: Repair primary hermit checkout bare-repo anomaly (breaks make demo7 + parent git status)
BACKLOG,P0,2026-08-06,hermit-coord,resync-upper-team-main-and-agent-utils,NO-VERIFY,"P0 `recovery/resync`: pull upper-team advances into main + bring agent-utils back to its master, re-establish the frontier"
IN_PROGRESS,P1,2026-07-31,hermit-oci,research-oci-integration-next-phases,NO-VERIFY,"P2 RESEARCH: proposal for next phases of OCI integration — `hermit oci` subcommand, podman gap analysis, + deterministic container builds (dovetail wi"
IN_PROGRESS,P1,2026-08-03,egress-probe,e9patch-corpus-power-to-weight-selection,NO-VERIFY,P1: select the subset of the e9patch corpus with the best POWER-TO-WEIGHT (coverage gained per second of validate time) — agent + adversarial reviewer
IN_PROGRESS,P0,2026-08-03,egress-probe,validate-sh-duplicates-product-functionality,NO-VERIFY,P0: validate.sh reimplements product functionality in bash (R/R stdout/stderr determinism comparison belongs in `hermit --verify`) — audit every dupli
IN_PROGRESS,P1,2026-08-03,egress-recheck,flaky-failure-attribution-capability,NO-VERIFY,"P1: build FLAKY-FAILURE ATTRIBUTION — for every failing run in a 1/10, determine whether it was INFRASTRUCTURE, HERMIT NONDETERMINISM, or ENVIRONMENT,"
IN_PROGRESS,P1,2026-08-03,egress-probe,backends-md-ground-truth-audit-three-patching,NO-VERIFY,"P1: GROUND-TRUTH audit of what is ACTUALLY implemented in sabre / liteinst / e9patch — verify every BACKENDS.md claim against source with file:line, t"
IN_PROGRESS,P1,2026-08-03,hermit-clone,fix_reverie_330_fork,NO-VERIFY,fix_reverie_330_fork_wait_reconstruction
IN_PROGRESS,P0,2026-08-03,hermit-coord,validate-484s-single-gate-dominates,NO-VERIFY,"P0 (OWNER): validate is 92% ONE GATE — `portable CI DAG manifest` takes 484s of 528s, at CPU/wall 2.6x on a 316-core box"
IN_PROGRESS,P1,2026-08-04,hermit-clone,reverie_338_aggregate_kvm,NO-VERIFY,Reverie #338: aggregate KVM exit statistics from forked children
IN_PROGRESS,P1,2026-08-04,hermit-clone,reverie_344_route_new,NO-VERIFY,Reverie #344: route new KVM seccomp syscall through required review
IN_PROGRESS,P0,2026-08-04,hermit-coord,pr-planning-process-consolidation-drain-as-testcase,NO-VERIFY,"P0 (OWNER): CONSOLIDATE the PR-planning skills + procedure into ONE working process — and PROVE it on the live 88-PR drain, not in theory"
IN_PROGRESS,P0,2026-08-04,egress-probe,pids_axis_real_cgroup,NO-VERIFY,pids-axis-real-cgroup-enforcement-test
IN_PROGRESS,P1,2026-08-04,egress-probe,close_boxing_coverage_gap,NO-VERIFY,P1: close the boxing coverage gap — bare runs in the agent 3pai_sandbox scope get containment that NEITHER THROTTLES NOR REAPS (systemd removes a scop
IN_PROGRESS,P0,2026-08-04,egress-probe,extend-safe-ci-dag-runner-add-the-missing-features,NO-VERIFY,"P0 (OWNER, REPEATED): `boxing/runner-features` — MISSING FEATURES IN safe-ci-dag-runner GET ADDED, NOT WORKED AROUND. Six concrete gaps enumerated, ea"
IN_PROGRESS,P0,2026-08-04,hermit-coord,staging-branch-merge-all-prs-test-once,NO-VERIFY,"P0 `drain/staging-branch`: merge ALL open PRs into ONE STAGING BRANCH, test it ONCE, then merge that — O(1) validation instead of O(N)"
IN_PROGRESS,P0,2026-08-04,hermit-audit,vacuous-test-audit-hermit-staging-candidates,NO-VERIFY,P0 `drain/vacuous-tests`: audit the hermit staging candidates with the reverie lens — 5/5 reverie members had tests that passed WITHOUT exercising the
IN_PROGRESS,P0,2026-08-04,hermit-coord,never-test-a-pr-without-rebasing-first,NO-VERIFY,OWNER RULE: NEVER test/validate a PR without REBASING FIRST — the only exception is tracing backwards to separate a rebase-caused failure from a pre-e
IN_PROGRESS,P0,2026-08-04,egress-probe,derive-all-dag-memory-caps-as-a-set-not-reactively,NO-VERIFY,"P0 `boxing/raise-caps-generously` — OWNER OVERRULED PRECISION: raise the caps, do not derive them. Box has ~754 GiB; caps exist to STOP RUNAWAY, not t"
IN_PROGRESS,P1,2026-08-04,egress-probe,make_unsupported_syscall_panic,NO-VERIFY,Make unsupported-syscall panic handling the default or resolve the standing directive
IN_PROGRESS,P0,2026-08-04,hermit-clone,no-worse-ratchet-during-sprint-no-new-stripped-greens,NO-VERIFY,P0 `quality/no-worse-ratchet` — DURING the landing sprint: do not make it worse. NO NEW green claims backed by a stripped comparison; every new parity
IN_PROGRESS,P0,2026-08-04,hermit-coord,validate-then-land-is-unsound-the-push-rewrites-the-head,NO-VERIFY,"CONFIRMED LIVE AS THE DRAIN'S ACTUAL BLOCKER: the push rewrites the head, so every rebase-front receipt died on its pre-push head. Gate shows `qualify"
IN_PROGRESS,P0,2026-08-04,hermit-verify,strictness-tightening-program-the-p0-after-the-drain,NO-VERIFY,"P0 IMMEDIATELY AFTER THE PR STORM CLEARS (owner 2026-08-04): STRICTNESS-TIGHTENING PROGRAM — make `--verify` mean bitwise, then recompute the envelope"
IN_PROGRESS,P0,2026-08-04,egress-probe,design-the-dag-runner-parallelism-surface-three-axes-not-one-j,NO-VERIFY,P0 (OWNER) `dag-runner/parallelism-surface`: `-j` CONFLATES THREE DISTINCT SETTINGS — outer DAG width · total concurrent parallelism · max width per s
IN_PROGRESS,P0,2026-08-04,hermit-verify,parity-against-ptrace-cannot-detect-a-shared-bug-needs-a-correctness-oracle,NO-VERIFY,P0 `scorecard/equivalence-is-not-correctness`: backend parity compares each backend AGAINST PTRACE — so ANY BUG PTRACE AND THE BACKEND SHARE passes pa
IN_PROGRESS,P0,2026-08-04,hermit-coord,drain-blocked-no-green-exists-at-or-above-the-gate-floor,NO-VERIFY,"P0 `drain/no-valid-base`: TOOL-CONFIRMED — `ci-hub newest-green` returns FAILED, floor `c369be3f`, only 1 trustworthy recorded commit. ALL 23 rebase-f"
IN_PROGRESS,P0,2026-08-04,hermit-verify,validate-wall-budget-600s-the-median-passes-the-tail-does-not,NO-VERIFY,P0 (OWNER) `ci/wall-budget-600s`: keep the MEDIAN under 10 min and MINIMIZE wall clock generally. Variance is EXPECTED on a variable-load dev box — do
IN_PROGRESS,P0,2026-08-04,hermit-coord,cap-concurrent-validates-at-6-measured-knee,NO-VERIFY,P0 `ci/validate-admission-cap`: MEASURED KNEE — median wall stays under the 600s budget up to 6 CONCURRENT VALIDATES and breaks above it (520s -> 686s
IN_PROGRESS,P0,2026-08-04,hermit-design,green-inheritance-test-selection-anchored-on-full-main-validates,NO-VERIFY,"P0 (OWNER) `ci/green-inheritance`: ONE HOP ONLY — incremental runs anchor on a FULL green, never on another incremental. Selection diff is TIP vs ANCH"
IN_PROGRESS,P1,2026-08-04,hermit-verify,validate_ledger_qualified_rows,NO-VERIFY,validate-ledger-qualified-rows-guard
IN_PROGRESS,P0,2026-08-04,hermit-verify,verify-tightening-high-confidence-compat-scorecard,NO-VERIFY,P0 (OWNER) `verify/tightening`: fix all log stripping and related slop to reach a HIGH-CONFIDENCE compat envelope scorecard we can trust — the PREREQU
IN_PROGRESS,P1,2026-08-04,hermit-design,shared_inguest_toolhost_family,NO-VERIFY,shared-inguest-toolhost-family-a
IN_PROGRESS,P0,2026-08-04,egress-probe,third-party-backends-move-downstream-of-the-first-party-build-in-the-dag,NO-VERIFY,P0 (OWNER) `dag/third-party-downstream`: move the 3rd-party backend builds DOWNSTREAM of the 1st-party hermit binary build so they cannot contend or g
IN_PROGRESS,P0,2026-08-04,hermit-audit,cmake-trusts-mtime-not-content-so-a-truncated-artifact-is-permanent,NO-VERIFY,"P1 (was P0) `build/artifact-integrity`: cmake validates TIMESTAMP not CONTENT, so a truncated object is trusted permanently. SCOPE CORRECTED: 11 Dynam"
IN_PROGRESS,P0,2026-08-04,hermit-verify,define-the-heap-as-guest-allocated-pages-only-code-and-static-excluded,NO-VERIFY,"P0 (OWNER) `determinism/heap-definition`: define HEAP = ALL PAGES OF GUEST-ALLOCATED MEMORY, EXCLUDING code pages and static regions. Under a PATCHING"
IN_PROGRESS,P0,2026-08-04,hermit-coord,report-the-drain-as-two-pools-cleanup-backlog-vs-steady-state-flow,NO-VERIFY,"P0 (OWNER) `drain/two-pools`: report STALE (>24h, a FINITE CLEANUP JOB measured by shrinkage) SEPARATELY from FRESH (<24h, a FLOW-RATE problem measure"
IN_PROGRESS,P1,2026-08-04,hermit-coord,can-github-merge-queue-satisfy-our-local-validation-without-losing-the-local-loop,NO-VERIFY,P1 (OWNER) `landing/merge-queue`: SELF-HOSTED RUNNERS ARE RULED OUT — the devbig boxes are Meta-internal and cannot execute external GitHub code; the 
IN_PROGRESS,P0,2026-08-04,hermit-design,soft-green-vs-hard-green-is-not-tracked-anywhere-in-ci-hub,NO-VERIFY,P0 (OWNER) `ci-hub/soft-green`: the SOFT-GREEN vs HARD-GREEN distinction is NOT IMPLEMENTED. I checked the ledger schema (no soft/hard/inherit field —
IN_PROGRESS,P0,2026-08-05,hermit-design,port_validate_sh_to,NO-VERIFY,port-validate-sh-to-rust-on-safe-ci-dag-runner-library
OPEN,P2,2026-07-20,,hermit_revival,NO-VERIFY,Hermit Revival
OPEN,P2,2026-07-20,,__adhoc__,NO-VERIFY,Adhoc
OPEN,P2,2026-07-21,,reverie_backends,NO-VERIFY,Reverie Backends
OPEN,P2,2026-07-21,,dev_hermit_parent,NO-VERIFY,Dev Hermit Parent
OPEN,P0,2026-07-21,,goal-qemu-linux-under-hermit,NO-VERIFY,MILESTONE: Run full Linux VM under QEMU deterministically with Hermit
OPEN,P2,2026-07-24,,qemu_linux,NO-VERIFY,QEMU Linux
OPEN,P2,2026-07-27,,triage-review-blocks-goal,NO-VERIFY,Resolve all adversarial BLOCK comments from 2026-07-27 sprint PRs
OPEN,P1,2026-07-28,,goal-repro-btrfs-f6a6c280,NO-VERIFY,Goal: Reproduce btrfs subvolume-deletion inodes-xarray race under Hermit/QEMU
OPEN,P2,2026-07-29,,reproducible_builds,NO-VERIFY,Reproducible Builds
OPEN,P1,2026-07-29,,epic-backend-supremacy,NO-VERIFY,EPIC: Backend supremacy — a non-ptrace backend substantially beats ptrace on build jobs
OPEN,P1,2026-07-29,,epic-drb-replay-asplos20,NO-VERIFY,EPIC: Reproduce the ASPLOS'20 DRB case study in hermit (dettrace→hermit)
OPEN,P1,2026-07-29,,epic-drb-modern-frontier,NO-VERIFY,EPIC: Close the MODERN Debian Reproducible Builds frontier to 100% with hermit
OPEN,P2,2026-07-29,,epic-nix-reprobuild,NO-VERIFY,EPIC: Deterministic-by-construction Nix builder with hermit hooked in
OPEN,P2,2026-07-30,,test_power_to_weight,NO-VERIFY,Test Power To Weight
OPEN,P1,2026-07-30,,epic-test-powerweight,NO-VERIFY,"EPIC: coverage-guided test power-to-weight optimization (all tests, slowest-first)"
OPEN,P0,2026-07-31,,vision-reverie-backend-repo-split,NO-VERIFY,"VISION (GATED on ~zero open PRs): split reverie backends by dep-weight + kill optional submodules — hermit builds standalone, dep-heavy backends becom"
OPEN,P1,2026-08-02,,per-backend-stats-framework,NO-VERIFY,"P1: end-of-`hermit run` summary shows WHICH backend ran + calls that backend's stats method — patching stats (liteinst/e9patch/sabre), slowpath counte"
OPEN,P1,2026-08-02,,liteinst_backend_patch_and,NO-VERIFY,LiteInst backend patch and slowpath stats provider
OPEN,P2,2026-08-02,,add-long-running-multibackend-perf-tests,NO-VERIFY,"P2: add more LONG-running multi-backend tests — only N=2 tests are >5s in ptrace AND run in another backend, too few for a steady-state perf ranking"
OPEN,P1,2026-08-02,,kvm-stdout-tty-winsize-divergence,NO-VERIFY,P1: KVM `ls` prints one-per-line vs ptrace multi-column — isatty()/TIOCGWINSZ (stdout TTY detection) handled differently under KVM
OPEN,P1,2026-08-02,,liteinst_in_guest_backend,NO-VERIFY,LiteInst in-guest backend-stats RPC aggregation
OPEN,P2,2026-08-02,,backend-short-flag-b,NO-VERIFY,P2: add -b as the short alias for --backend in hermit CLI
OPEN,P1,2026-08-02,,fix-load-dependent-scheduling-vtime,NO-VERIFY,P1: --strict scheduler makes a LOAD-DEPENDENT number of scheduling decisions for timer/wall-clock-driven workloads → --verify breaks under heavy host 
OPEN,P2,2026-08-02,,backend_parity_contract_fixture_2,NO-VERIFY,Backend-parity contract fixture: getcpu_identity (getcpu(2) CPU/node determinization)
OPEN,P2,2026-08-02,,backend_parity_contract_fixture_4,NO-VERIFY,backend_parity_contract_fixture_4: getpriority_identity
OPEN,P2,2026-08-02,,backend_parity_contract_fixture_5,NO-VERIFY,backend_parity_contract_fixture_5: numa_node_identity
OPEN,P0,2026-08-02,,adopt-github-merge-queue,NO-VERIFY,P0: adopt an actual GitHub merge queue for rrnewton/hermit — structurally prevent landing-into-red + gate-bypass (replaces manual admin-merge)
OPEN,P1,2026-08-02,,kick-the-tires-robustness-audit,NO-VERIFY,P1: systematic 'no surprises when kicking the tires' audit — every common manual entrypoint works on a clean checkout
OPEN,P0,2026-08-02,,fix_kvm_python_examples,NO-VERIFY,Fix KVM Python examples verify timeout in privileged gate
OPEN,P2,2026-08-03,,backend-rb-readiness-assessment-overnight,NO-VERIFY,"Backend RB-readiness assessment (#126, recurring): take stock of the leading non-ptrace backend (KVM/DBI/patching) compat envelope + readiness for sim"
OPEN,P0,2026-08-03,,full-validate-green-proof-with-1520-1521,NO-VERIFY,P0: produce a READABLE end-to-end GREEN validate log with #1520 + #1521 applied (the owner-verifiable green artifact)
OPEN,P0,2026-08-03,,dual_adversarial_review_core,NO-VERIFY,dual-adversarial-review-core-change-prs
OPEN,P1,2026-08-03,,ci-hub-epic,NO-VERIFY,EPIC: `dev-hermit/ci-hub/` — centralize all CI infrastructure + make validate.sh commit-anchored with smart test selection by default
OPEN,P1,2026-08-03,,ci-hub-incremental-vs-total-tracking,NO-VERIFY,P1: distinguish INCREMENTAL vs TOTAL validation runs — mark total passes with all-tests-passed (PR label + local store)
OPEN,P1,2026-08-03,,ci-hub-local-ci-history-store,NO-VERIFY,P1: ci-hub local store — ingest full GitHub Actions history incrementally + idempotently into a local CSV DB of commit/CI knowledge
OPEN,P2,2026-08-03,,wallclock-after-cohort-rerun,NO-VERIFY,P2: re-run the wall-clock before/after analysis once the AFTER cohort accumulates (split at #1529's merge SHA be7e26cd)
OPEN,P1,2026-08-03,,validate-performance-ratchet,NO-VERIFY,"P1: RATCHET validate performance — measure wall+CPU per run and per node, fail/alarm on regression, so validate can never silently drift slow again"
OPEN,P0,2026-08-03,,test-architecture-epic,NO-VERIFY,"EPIC: validate.sh is a 3,893-line bash TEST FRAMEWORK — orchestrator, test runner, and determinism checker all reimplemented in shell. Move each layer"
OPEN,P1,2026-08-03,,nightly-stress-tests-not-actually-running,NO-VERIFY,P1: nightly stress tests are the defense against hermit-level flakiness — but we appear to have run them ONCE. Make them actually run nightly and alar
OPEN,P0,2026-08-03,,milestone-hermit-02-stable-and-done,NO-VERIFY,"MILESTONE GATE: hermit 0.2 is stable and DONE — release actually cut, past the CI/PR backlog"
OPEN,P1,2026-08-03,,gvisor-analysis-redo-v2,NO-VERIFY,"P1: REDO the gvisor analysis with expanded backends + the sequential-vs-parallel methodology, publish, and tag gvisor-blog-repro-v2"
OPEN,P1,2026-08-03,,test-selection-relevance-vs-reachability-design,NO-VERIFY,P1 DESIGN: dependency closure gives 'could possibly cause' (sound but useless — everything depends on everything); we need a RELEVANCE standard layere
OPEN,P1,2026-08-03,,timeout-audit-at-port-time-to-real-boxing,NO-VERIFY,"P1: as each thing is ported to ACTUALLY run boxed under the DAG runner, audit its timeouts AT THAT MOMENT — wall→CPU, tight margins — so generous wall"
OPEN,P0,2026-08-03,hermit-243,ci-hub-green-time-percentage-metric,NO-VERIFY,P1 (PHASE 2): ci-hub must MEASURE AND LOG % TIME GREEN ON MAIN — the owner's key health metric
OPEN,P1,2026-08-03,hermit-231b,per-platform-cpu-timeout-multipliers,NO-VERIFY,"P1: canonical tight CPU-time timeouts per DAG step, with PER-PLATFORM MULTIPLIERS (e.g. 1.5-2x) for underpowered GitHub hosted runners"
OPEN,P1,2026-08-03,,agent-utils-rust-script-by-default,NO-VERIFY,P1: move agent-utils toward rust-script by DEFAULT so a stale compiled binary cannot silently win
OPEN,P1,2026-08-03,,dag-schema-cpu-secs-and-reference-machine,NO-VERIFY,"P1 (DEFERRED to a green cruising baseline): replace `est_duration_s` with `est_cpu_secs` + `est_seq_duration_secs`, add a per-machine settings file an"
OPEN,P1,2026-08-03,,quantify-test-coverage-value-syscall-flags-and-rust-loc,NO-VERIFY,P1: QUANTIFY 'coverage value' — syscall coverage AT FLAG/OPTION GRANULARITY + Rust LOC coverage of hermit itself — so new tests can be BLOCKED when th
OPEN,P2,2026-08-03,,milestone-code-coverage-measurement,NO-VERIFY,"MILESTONE (long-term, post-0.2): move toward real CODE COVERAGE MEASUREMENT for hermit — Rust LOC coverage + syscall coverage at flag/option granulari"
OPEN,P1,2026-08-03,,reverie-portable-vs-privileged-split-audit,NO-VERIFY,"P1: audit reverie's PORTABLE vs PRIVILEGED test split — if most tests don't need privilege, move them to GitHub-hosted runners and the self-hosted SPO"
OPEN,P0,2026-08-03,hermit-dbi,fix_pr_1147_failed,NO-VERIFY,Fix PR 1147 failed-exec coordinator rollback
OPEN,P0,2026-08-03,hermit-dbi,fix_pr_1147_fail,NO-VERIFY,Fix PR 1147 fail-open DBI PrepareExec bridge
OPEN,P0,2026-08-03,hermit-dbi,fix_pr_1147_nonleader,NO-VERIFY,Fix PR 1147 nonleader-thread exec continuity
OPEN,P0,2026-08-03,,correct_pr_1147_claims,NO-VERIFY,Correct PR 1147 claims and prove continuous exec time
OPEN,P1,2026-08-03,,fix_1147_codex_review,NO-VERIFY,Fix #1147 codex review findings: exec-reconnect race + abnormal-teardown hang + non-leader execve
OPEN,P2,2026-08-03,,fix_pr_1147_detpid,NO-VERIFY,fix_pr_1147_detpid_expect
OPEN,P1,2026-08-03,hermit-lander,fix_pr_1443_pin,NO-VERIFY,fix #1443 Codex findings: landed quiescent API and fine-grained scheduling
OPEN,P0,2026-08-03,hermit-coord,reverie_host_dependent_dependencies,NO-VERIFY,reverie Host-dependent Dependencies step uses apt-get-first detection; apt-get exists on the new Fedora runners so deps install fails (Unable to locat
OPEN,P2,2026-08-03,,dag-runner-live-progress-buck2-style,NO-VERIFY,P2 (GATED on Rust runner feature-complete): buck2-style LIVE PROGRESS for safe-ci-dag-runner — top DAG counters + per-step footprint lines with wall/c
OPEN,P1,2026-08-03,,no-hardcoded-wall-timeouts-idiom,NO-VERIFY,P1: IDIOM CHANGE — do NOT hardcode wall timeouts in the DAG file; unset should dynamically default to ~3x the CPU limit as defense-in-depth
OPEN,P0,2026-08-03,,validate-dag-runner-p0-umbrella,NO-VERIFY,"P0 (OWNER-DECLARED): validate fully on safe-ci-dag-runner, parallelism maximized between independent tests, and GH+local sharing ONE execution path — "
OPEN,P1,2026-08-03,,sandbox-failure-classifier-misses-ebadf,NO-VERIFY,"P1: the #1521 sandbox-failure detector does NOT match EBADF — a fourth failure form goes unclassified, so sandbox failures can be misread as real test"
OPEN,P1,2026-08-03,,pmu-concurrency-cap-and-exhaustion-behaviour,NO-VERIFY,"P1: PMU counters are a SCARCE GLOBAL RESOURCE the DAG runner does not track — need a concurrent-PMU-process cap, per-test PMU tagging, and the answer "
OPEN,P1,2026-08-03,hermit-226,validate-must-work-standalone-hermit-checkout,NO-VERIFY,"P1: validate MUST still run in a STANDALONE hermit checkout with no dev-hermit wrapper — the ledger is optional, the validate is not"
OPEN,P1,2026-08-03,,manual-ci-mode-targeted-batches,NO-VERIFY,"P1 (OWNER): CI-CONSTRAINED MODE — turn OFF auto-CI-on-push, make the responsible agent decide how to validate, with ci-hub owning the mode state and t"
OPEN,P1,2026-08-03,,ci-hub-timeout-mgmt-cancel-and-run-local,NO-VERIFY,P1 (OWNER): ci-hub owns CI TIMEOUT MANAGEMENT — a PR waiting >1h to START gets cancelled and validated LOCALLY instead
OPEN,P2,2026-08-03,,github-what-is-going-on-investigation,NO-VERIFY,"P2 (OFF CRITICAL PATH, one agent): 'what is going on with GitHub' — dig deeper, but must NOT block landing or validate work"
OPEN,P0,2026-08-03,,lander-lands-on-local-validate-only,NO-VERIFY,P0 (OWNER): GITHUB-FREE LANDING — lander pushes to main on (1) locally-validated label OR (2) clean-validate record in local history. No merge-gate wa
OPEN,P0,2026-08-03,,landing-throughput-ceiling-serialized-validate,NO-VERIFY,"P0: LANDING is the bottleneck, not implementation — 70 implemented-unlanded tasks against a ~6-7 PR/hour ceiling from serialized 9-min validates"
OPEN,P1,2026-08-03,,main-queue-depth-1-not-cancel-in-progress,NO-VERIFY,"P1 (OWNER): on MAIN use QUEUE-DEPTH-1, NOT cancel-in-progress — yields a sparse dataset of COMPLETE runs instead of many cancelled ones"
OPEN,P1,2026-08-04,,queue-depth-1-on-dev-hermit-main-too,NO-VERIFY,"P1 (OWNER): apply queue-depth-1 / no-cancel-inflight to DEV-HERMIT main as well — commit rate must change run SPARSITY, never run COMPLETION"
OPEN,P1,2026-08-04,,surface_superseded_fail_count,NO-VERIFY,surface-superseded-fail-count-in-validated-banner
OPEN,P0,2026-08-04,,unified-in-guest-patching-backend,NO-VERIFY,"P0 (OWNER, ARCHITECTURE GATE) `patching/zero-ptracer`: the final form of sabre/e9patch/liteinst is (1) SHARED CODE and (2) ZERO PTRACER — a patching b"
OPEN,P2,2026-08-04,hermit-ghdag,claude-md-over-size-limit-instructions-not-loading,NO-VERIFY,dev-hermit CLAUDE.md context-cost condense — 62.6k over the 40k soft-warning (loads in full; NOT truncated)
OPEN,P1,2026-08-04,hermit-coord,cut-demo-tag-20260804-verified,NO-VERIFY,"P1: cut demo-20260804 — demo5 boot is now VERIFIED reliable (141s, repeat-verified), which is the condition the previous tag was removed for lacking"
OPEN,P2,2026-08-04,hermit-lander,four-prs-carry-unbacked-locally-validated-labels,NO-VERIFY,"P0: #1532, #1498, #1470, #1365 carry `locally-validated` with NO validate record at their current heads — four live landing hazards"
OPEN,P0,2026-08-04,,systemd-run-user-is-the-validate-producer-path,NO-VERIFY,"P0: `systemd-run --user` IS THE VALIDATE PRODUCER PATH — agents cannot self-create cgroups under BpfJailer, but they CAN ask systemd for a scope. This"
OPEN,P1,2026-08-04,hermit-250,livelock-reads-as-slow-test-on-every-wall-clock-instrument,NO-VERIFY,P1: a LIVELOCK is invisible to wall-clock timeouts — `detcore_misc` observed at 100% CPU in `futex_` for 224s. Some 'environmental' flakes may be live
OPEN,P1,2026-08-04,hermit-coord,orphaned-hermit-processes-spin-forever-at-99-cpu-nothing-reaps-them,NO-VERIFY,P1: orphaned hermit processes (ppid=1) at 99.9% CPU leak cores permanently — NOT the cause of the reverie gate overrun (that hypothesis was DISPROVEN)
OPEN,P1,2026-08-04,OWNER-RYAN,validate-speed-the-three-coupled-levers-owner-gated,NO-VERIFY,"P1 (OWNER DECISION): validate speed has THREE COUPLED LEVERS, none of them edge-pruning — per-node target dirs + hermit_guest cap>1 + shard the 166.18"
